"",Matrix::rowSums(assay(gast_cds))
LOC105318390,13331
LOC105318391,2175
LOC105318393,410
LOC105318394,7087
LOC105318399,1489
LOC105318395,7211
LOC105318400,11788
LOC105318401,90917
LOC105318403,5887
LOC105318402,315
LOC105318404,40
Trnas-uga_6,0
Trnas-uga_7,0
Trnas-uga_8,0
Trnas-uga_9,0
Trnas-uga_10,0
LOC105345575,2781
LOC105345576,11159
LOC105333744,532
LOC117684694,370
LOC105333736,17845
LOC105333724,1868
LOC105333715,418
LOC105333993,48827
LOC105333708,40167
LOC105333704,13975
LOC105333692,109
LOC105333651,42753
LOC105333642,37
LOC105333629,620
LOC105344176,571
LOC105344174,4
LOC105344173,2362
LOC105344172,65
LOC105344171,953
LOC105344169,57997
LOC105344183,41177
LOC105321270,7016
LOC117684696,31
LOC105341848,2
LOC105341851,0
LOC105341849,14
LOC105346666,2
LOC105325103,23
LOC117684697,0
LOC105325109,3
LOC105331157,180095
LOC105331160,3463
LOC105331159,5151
LOC117684698,51
LOC105331170,16
LOC105331161,14325
LOC117684699,0
LOC105331162,520
LOC105331163,2
LOC105337425,0
LOC117684492,0
LOC117684700,0
LOC117684701,4
LOC117684702,0
LOC117684703,11
LOC109617261,2
LOC109617262,47
LOC105317372,41
LOC105317371,986
LOC105317370,38
LOC105317369,743263
LOC105317368,63697
LOC105317365,7967
LOC105317360,13142
LOC105317362,131
LOC105317364,12398
LOC105317363,4626
LOC105347683,6112
LOC105347699,63
LOC105347682,14
LOC105347698,60
LOC117684704,17
LOC105347681,196
LOC105319956,49153
LOC105319955,4246
LOC105337151,301
LOC105337152,1111
LOC105335464,6
LOC117684705,6
LOC105337159,4241
LOC105336640,543
LOC105336641,48652
LOC105336642,8792
LOC105336643,121
LOC105336644,573
LOC105321349,34
LOC105347299,208
LOC105347298,1268
LOC105347297,837
LOC105330682,463
LOC105336647,2301
LOC105336648,817
LOC105336649,71351
LOC105336650,235
LOC117684707,176
LOC117684706,927
LOC105336652,2133
LOC105336653,54
LOC105336654,1827
LOC109619790,68
LOC117684708,358
LOC105343403,1962
LOC105343402,10
LOC105334980,5
LOC105334958,79
LOC105346356,7
LOC105334959,29
LOC117684709,4
LOC117684711,2
LOC117684493,0
LOC117684710,3
LOC105334960,10
LOC105334961,9493
LOC105334962,2012
LOC105334964,17
LOC105334963,6187
LOC117684713,468
LOC105334967,2413
LOC105334982,183
LOC105341454,246
LOC105341455,9334
LOC105341456,2766
LOC117684716,7
LOC117684714,15
LOC105341460,1794
LOC105341461,5
LOC105341462,175
LOC105341463,4
LOC105341465,67
LOC105341466,4
LOC105341467,7
LOC105341481,101
LOC105341482,6
LOC105341470,3522
LOC105341471,2412
LOC105341473,1247
LOC105341474,9073
LOC105345967,373
LOC105343281,1
LOC105345968,22
LOC105345969,557
LOC105345970,5
LOC117684717,77
LOC117684718,49
LOC105319136,16
LOC105319135,9587
LOC105319133,7898
LOC105319134,578
LOC105319131,375
LOC105319129,6931
LOC105319128,7975
LOC105345458,40
LOC105345447,1173
LOC105345448,10689
LOC105326644,25
LOC105326643,243
LOC105326642,19600
LOC105347072,1407
LOC105347079,49
LOC105347073,53
LOC105347076,1
LOC105347074,184
LOC105347077,18
LOC105347075,114
LOC105347071,230
LOC105347067,75
LOC105347066,2
LOC105347065,15
LOC105347064,1
LOC105347063,3
LOC105347062,3
LOC105347061,93
LOC105347060,431
LOC105347059,14
LOC105347058,78
LOC105347057,373
LOC105347056,36181
LOC105347054,4788
LOC105347055,18954
LOC105347053,3650
LOC105347052,30859
LOC105347051,5397
LOC105325329,1456
LOC109618374,3
LOC117684722,0
LOC105325299,9621
LOC105325328,206
LOC105330375,4184
LOC105330377,53
LOC105317088,0
LOC105330378,41
LOC105330379,11456
LOC105330381,3108
LOC105330382,1201
LOC105336671,73101
LOC109620367,795
LOC105341622,3005
LOC105341627,594
LOC105341654,225677
LOC105348842,7065
LOC117684725,18
LOC105319849,5347
LOC117684726,820
LOC105319850,74692
LOC117684727,22
LOC105328608,70
LOC105328610,631
LOC105322782,5178
LOC117680642,3
LOC117684728,67
LOC117684729,10
LOC105344304,1
LOC105333893,53
LOC117684739,7
LOC109618143,19
LOC117684736,0
LOC105333894,45
LOC109618518,1
LOC105333428,6
LOC105325319,0
LOC117684738,8
LOC117684734,0
LOC105341126,6
LOC117684735,4
LOC105324522,11
LOC117684494,23
LOC105335566,0
LOC105333895,3
LOC117684737,0
LOC117684731,0
LOC117684741,0
LOC117684495,0
LOC117684732,0
LOC117684496,0
LOC117684740,0
LOC117684730,6
LOC117684733,0
LOC105333789,2
LOC117684742,215
LOC117684743,61
LOC117684745,5
LOC117684744,2
LOC105324322,17
LOC105324323,2
LOC105338305,0
LOC105338304,2
LOC109620004,2
LOC105338303,387
LOC105338302,6
LOC105338301,65
LOC105338300,192
LOC117684747,19
LOC117684749,0
LOC105322645,1
LOC117684748,56
LOC105318368,1
LOC117684751,40
LOC117684750,879
LOC105335975,17531
LOC105335966,228
LOC105335967,8715
LOC105335968,605
LOC105335969,15331
LOC105335970,6056
LOC105335971,3235
LOC105342007,80
LOC105342008,60
LOC105342005,2473
LOC105342004,8279
LOC105342003,77
LOC109620418,23562
LOC105342002,7752
LOC105342001,1308
LOC105341999,997
LOC105341998,8
LOC105341997,44
LOC105341996,150
LOC105341995,118
LOC105342011,278
LOC105341992,58
LOC105341993,509
LOC117684753,61
LOC105341989,4
LOC105318374,4041
LOC105317187,17
LOC105317207,46
LOC109617212,11
LOC117684497,48
LOC105349144,42
LOC109617215,1
LOC117684752,40
LOC105349151,1997
LOC105349159,25096
LOC105349169,6042
LOC105317218,38
LOC105329754,19001
LOC105329726,9674
LOC105329717,17
LOC105329711,575
LOC105329692,64452
LOC105329677,2898
LOC105329665,496
LOC117684754,1046
LOC105329660,544
LOC105329749,47
LOC105329653,12500
LOC105329639,5276
LOC105347294,33705
LOC105330264,91
LOC105347281,51391
LOC105347282,21677
LOC105347283,1487
LOC105347295,6482
LOC105347284,12250
LOC105347286,110
LOC105347288,19
LOC105347296,16
LOC105336965,12919
Crt,691985
LOC105322275,9412
LOC105322274,2798
LOC105322292,14
LOC105322272,546
LOC105322273,2098
LOC105322291,43
LOC105322271,98
LOC105326683,29629
LOC105326684,392
LOC105326747,691
LOC105326685,60
LOC105322269,2
LOC105326687,2868
LOC105326688,13
LOC105326689,230
LOC105326748,175
LOC117684755,23
LOC105326690,42
LOC105326691,8848
LOC105327060,23143
LOC105327059,6803
LOC105331287,16937
LOC105326696,11370
LOC117684756,29
LOC117684757,5
LOC117684758,0
LOC117684759,62
LOC117684760,14360
LOC105328026,303
LOC105325411,7073
LOC105325412,1774
LOC117684761,323
LOC105325413,2255
LOC105325437,27836
LOC105325415,28068
LOC105325416,1750
LOC117684763,204
LOC105325417,21688
LOC105325418,150
LOC117684765,66
LOC105325420,20204
Trnae-uuc_12,0
LOC105325421,10572
LOC105325422,8236
LOC105325424,6357
LOC105325423,1025
LOC105325425,287
LOC109618386,6
LOC105325428,331
LOC105342660,11
LOC105342659,12413
LOC105342658,653
LOC105342657,1139
LOC105325430,178
LOC105325429,73
LOC105325431,4567
LOC105325432,223
LOC105325438,17
LOC105325439,72
LOC105325433,670
LOC105325435,68
LOC105325434,3728
LOC117684767,9664
LOC105318631,3856
LOC117684768,448
LOC105318629,50
LOC105318627,48
LOC105348863,527
LOC117684769,480
LOC105345549,1456
LOC109620888,4
LOC105341568,80
LOC105345551,204
LOC105328391,6
LOC105328390,1
LOC117684770,0
LOC117684771,13
LOC105339076,6
LOC109618150,2344
LOC105330344,45
LOC117684498,15
LOC117684499,5
LOC105339089,7
LOC105339100,8
LOC105339110,3688
LOC105339120,16768
LOC105339131,124
LOC105339138,1
LOC105339147,6
LOC105339178,1
LOC105339152,2363
LOC105327880,48510
LOC105320647,19
LOC105320646,39
LOC117684772,416
LOC117684773,59
LOC105331572,4666
LOC105331571,559
LOC109619152,81
LOC105331570,347
LOC105331569,11
LOC105331567,87
LOC109619157,4275
LOC105331566,15713
LOC105331564,112
LOC105331565,14
LOC105331562,4
LOC105331561,8
LOC105331560,7
LOC105331558,1937
LOC105331557,51229
LOC105331556,2299
LOC105331555,8646
LOC117684136,25
LOC117684137,3
LOC105331553,16
LOC117684138,14
LOC105331552,337
LOC105331549,42601
LOC105331551,17444
LOC105341914,3059
LOC105331546,3290
LOC105331545,5104
LOC117684139,171
LOC105331543,4777
LOC105331542,21662
LOC105331541,2168
LOC109619156,24
LOC105331540,5492
LOC105331539,21892
LOC105331538,1800
LOC105331535,12882
LOC105331536,15270
LOC105331534,975
LOC105331533,200
LOC105331532,87
LOC117684140,608
LOC105331531,1249
LOC105331530,1
LOC105331529,4245
LOC105331584,7
LOC105331526,3
LOC105331525,159
LOC105331524,245
LOC105331523,9085
LOC105331522,555
LOC109619155,4574
LOC105331521,9337
LOC105331520,2455
LOC117684141,13222
LOC105331518,7331
LOC105331516,10
LOC105331515,37778
LOC105331514,47119
LOC105331582,1867
LOC105331513,16284
LOC109619154,10
LOC105331512,2
LOC117684142,18
LOC117684143,0
LOC105319810,614
LOC105319807,2086
LOC105319808,4026
LOC105319806,541
LOC105319805,3739
LOC105319803,4914
LOC105319804,25449
LOC105319801,31310
LOC105319799,947
LOC105319800,19329
LOC105319798,6966
LOC105319797,72345
LOC105347469,266
LOC105347471,3826
LOC105347468,5014
LOC109618051,15
LOC105347467,942
LOC105347466,8130
LOC105347465,547
LOC105347464,24320
LOC105347463,7185
LOC105347482,13026
LOC105347480,21
LOC105347460,1529
LOC105347459,28156
LOC105347458,14091
LOC105347457,283
LOC105347456,1819
LOC105347479,6
LOC105347455,5481
LOC105347454,7501
LOC105347453,4354
LOC105347451,30
LOC105347478,6
LOC105347477,404
LOC105347450,242
LOC105347449,273
LOC105344615,5918
LOC105347447,5725
LOC105347445,111
LOC105347442,31
LOC105347444,47
LOC105347441,1425
LOC105347440,726
LOC105347439,968
LOC105347438,1165
LOC105347476,55
LOC105347437,135
LOC105322296,4147
LOC105347435,5276
LOC105347433,433
LOC105347432,3321
LOC105347431,128
LOC105347430,3638
LOC105347429,55
LOC105347428,23528
LOC105328200,3540
LOC105347426,735
LOC105347475,47841
LOC105347425,1444
LOC105347424,12056
LOC105347423,1102
LOC105347422,13
LOC105347421,14837
LOC105347418,6035
LOC105347417,772
LOC105347415,6208
LOC105347414,1521
LOC105347413,1179
LOC109618351,442
LOC105347412,3914
LOC117684144,51
LOC105347411,15736
LOC105347410,14091
LOC105347409,142891
LOC105347408,3116
LOC105322377,1025
LOC105322394,22722
LOC117684500,0
LOC105322378,54
LOC105322379,13
LOC105322380,4177
LOC105322381,593
LOC105322382,11648
LOC105322383,1315
LOC105322385,13090
LOC105322384,3
LOC105322387,21
LOC105322389,816
LOC105322388,541
LOC105322390,7982
LOC105322392,8893
LOC105340136,4337
LOC105340135,104
LOC105340134,17971
LOC105348873,1353
LOC105348866,151
LOC105348867,129
LOC105348868,18457
LOC105348869,9180
LOC105348870,69
LOC105331281,19691
LOC117684875,642
LOC105331284,41
LOC105331283,1336
LOC105331301,269
LOC117684501,4239
LOC105331286,577
LOC109619772,9
LOC105327911,76
LOC117684876,4
LOC105343766,20491
LOC105332164,6637
LOC117684502,63
LOC109619232,131
LOC105332171,2278
LOC105332170,18118
LOC105332163,218
LOC105332161,0
LOC117684161,9
LOC105338174,17
LOC117684691,0
LOC105338172,2
LOC105338170,2714
LOC105338178,116
LOC117684692,0
LOC105338167,205
LOC105338176,11
LOC117684693,24
LOC105338166,311
LOC105338165,6006
LOC105338163,3508
LOC105338161,72
LOC109619989,1217
LOC105340984,14
LOC105340898,834
LOC105340910,896
LOC105340946,2518
LOC105338330,5797
LOC117684909,46
LOC117684910,158
LOC105338325,930
LOC105338324,5738
LOC109618360,9
LOC105333852,1250
LOC105329550,542
LOC117684912,10
LOC117684911,2016
LOC105340261,1141
LOC105329818,64750
LOC105329817,25897
LOC105329816,868
LOC105329814,44
LOC105329813,18549
LOC105329812,249
LOC109618951,48
LOC105329810,356
LOC105329809,44
LOC105329808,12259
LOC105329807,7
LOC105329806,51
LOC105329805,2073
LOC105329804,31
LOC105329803,1069
LOC117684915,4156
LOC105321348,37189
LOC117684917,9
LOC105343556,3
LOC105329882,134
LOC105327199,91
LOC105327200,1890
LOC117684503,9
LOC117684504,2
LOC105337574,19
LOC105340082,4541
LOC105340083,1630
LOC109620217,12719
LOC105340084,5101
LOC105340087,10062
LOC105340088,117694
LOC105340089,8217
LOC117684918,29
LOC105340090,14862
LOC105340091,270
LOC109620212,335
LOC105340092,24004
LOC105340093,5451
LOC105340146,25
LOC117684919,101
LOC105323546,177
LOC105340096,8
LOC105323783,4456
LOC105348498,8431
LOC105348496,737
LOC105348490,15530
LOC117684923,2
LOC105348494,273212
LOC105348495,10224
LOC117684924,1332
LOC105348489,1757
LOC105348488,50734
LOC105348487,3785
LOC105348486,32993
LOC105348485,6466
LOC105348532,69
LOC105348484,10210
LOC105348483,3030
LOC105348482,5888
LOC105348481,98
LOC105348480,2245
LOC105348479,7109
LOC105319694,7629
LOC105319681,55
LOC105319682,1497
LOC105319683,4030
LOC105319684,279
LOC117684927,20
LOC117684928,235
LOC105319685,17
LOC105319686,6
LOC105319688,491
LOC105319689,14852
LOC105319690,9497
LOC117684929,23
LOC105319691,26220
LOC105319692,13
LOC105319693,1
LOC117684931,0
LOC117684932,11
LOC105321706,71
LOC105321713,4597
LOC105321718,6411
LOC105321728,262
LOC105319702,8143
LOC105319701,9232
LOC105319700,188
LOC105319726,15
LOC105319698,696
LOC117684933,52
LOC105319697,1419
LOC105348805,116725
LOC105348807,115
LOC105348806,9382
LOC105347197,21103
LOC105347199,6372
LOC105347200,12715
LOC105347201,76482
LOC105347202,2459
LOC105347203,1097
LOC105347205,699
LOC105342949,12096
LOC105340758,19182
LOC105340748,12895
LOC105340747,11413
LOC105340746,10868
LOC105340745,30476
LOC105340744,3486
LOC105340743,2206
LOC117684935,24
LOC105340742,1660
LOC105332878,6202
LOC105340741,23
LOC105340740,13099
LOC105340739,10339
LOC105340737,10093
LOC105340736,32287
LOC105340735,4968
LOC105340734,6600
LOC105340733,14139
LOC105340732,18765
LOC105340731,4824
LOC117680348,1
LOC105340730,3367
LOC105340727,41680
LOC105340726,38
LOC105340724,42824
LOC105340722,2091
LOC117684937,0
LOC117684938,352
LOC117684939,23
LOC105327867,4994
LOC109618707,1198
LOC105327868,68407
LOC105327869,8908
LOC105327870,6062
LOC105327871,66
LOC105327872,8114
LOC105327873,5978
LOC105327874,1
LOC105327877,2660
LOC105333695,3
LOC105330505,23071
LOC105330503,8607
LOC117684505,275
LOC105330502,310
LOC117684879,1
LOC117684877,139
LOC117684506,148
LOC117684878,174
LOC105330500,1405
LOC105330510,581
LOC105328939,94
LOC105328938,993
LOC105328908,908
LOC105328907,37
LOC105328937,173
LOC105328906,31
LOC105328905,1111
LOC105328904,1864
LOC105347565,30877
LOC117684880,6191
LOC105335528,8338
LOC105335527,16748
LOC105335526,1351
LOC105335563,15540
LOC105335524,158
LOC105335523,5292
LOC105337421,13
LOC105335522,318
LOC105338480,11035
LOC105335519,1172
LOC105335520,562
LOC105340249,36
LOC105335560,15067
LOC109621046,1397
LOC105346802,71
LOC117684881,100
LOC105335517,39
LOC105335516,27
LOC105335515,3313
LOC105335514,7
LOC105335513,2035
LOC105335512,180
LOC105335509,5
LOC105335510,743
LOC105335511,5073
LOC105335508,17294
LOC105335507,11927
LOC105335506,727
LOC105335505,491
LOC105339670,1690
LOC105339673,1441
Trnaf-aaa_2,0
LOC105326014,3034
LOC105326438,3837
LOC105339677,13809
LOC105339678,6987
LOC105327575,6181
LOC105327576,117
LOC105327578,20417
LOC105327579,78
LOC105327581,931
LOC117684882,101
LOC105327580,1090
LOC105327582,96
LOC105327583,14375
LOC105327585,19212
LOC105327586,85
LOC105327587,63
LOC117684883,1
LOC117684884,6
LOC105327591,12319
LOC105327644,3040
LOC105327645,55
LOC105327592,375
LOC105327593,4602
LOC105327594,298
LOC105327595,647
LOC105327596,1662
LOC105327597,1220
LOC105332157,4648
LOC105332158,0
LOC105327600,21789
LOC105327601,28260
LOC105337936,8658
LOC105337938,711
LOC105337939,634
LOC105337941,2912
Trnat-ggu_25,0
LOC105337940,194832
LOC105337942,1530
LOC105337944,6080
LOC105337945,1078
LOC105337946,5164
LOC105337947,3826
LOC105337948,37463
LOC105326713,1250
LOC105326712,960
LOC105326711,2817
LOC105326708,11965
LOC105326709,108
LOC117684885,19
LOC105326707,29750
LOC105326706,10187
LOC105326705,56913
LOC105326704,2
LOC105326703,361
LOC105326702,11439
LOC105326701,1091
LOC105326700,102
LOC105326699,2446
LOC105326698,1260508
LOC105324608,61342
LOC105331444,3975
LOC105335284,54
LOC117684887,26
LOC105340472,39
LOC105340471,4
LOC117684888,280
LOC105340470,76
LOC117684889,30
LOC105340469,216502
LOC105340468,2472043
LOC105340466,3550
LOC105340465,5128
LOC117684890,22
LOC105343617,247
LOC105343616,96
LOC105334635,145
LOC105343615,78944
LOC105329111,10892
LOC117684892,528
LOC117684891,3677
LOC117684893,12973
LOC105318994,31
LOC105323258,120
LOC105339767,41
LOC105328136,7
LOC117684895,2
LOC117684896,1
LOC117684894,75
LOC105317090,11009
LOC105317091,559
LOC105317092,43
LOC105320405,9334
LOC105317094,172
Trnaa-ugc_12,0
LOC117684898,215
LOC117684899,18
LOC117684900,8165
LOC105331256,2194
LOC117684508,7
LOC105331259,133
LOC105331255,1863
LOC109618704,323
LOC117684901,60
LOC117684509,3
LOC105332624,0
LOC117684902,0
LOC105331257,20
LOC117684510,2
LOC105332623,160
LOC105332584,1909
LOC117684903,851
LOC117684904,8330
LOC105332581,18191
LOC105332580,1171
LOC105332579,32494
LOC105332622,2049
LOC105332578,116
LOC105325752,9
Clp1,11
LOC117684905,14
LOC105332577,48
LOC105332575,14
LOC105332574,99
LOC105332572,8699
LOC105332571,2564
LOC105332570,13634
LOC105332569,6358
LOC117684906,1
LOC117684511,1
LOC105332568,380
LOC105332567,281
LOC105332566,1317
LOC105332563,947
LOC117684149,10
LOC105332565,33503
LOC105332562,844
LOC105319575,1607
LOC105332560,2177
LOC105332558,20967
LOC105342108,16
LOC105332556,1
LOC117684151,8
LOC105324110,0
LOC117684150,376
LOC105323423,39
LOC105329786,786
LOC105329747,69
LOC105329748,11007
LOC105329785,3486
LOC105329746,478
LOC105337792,75
LOC105337786,262
LOC117684152,10
LOC105348653,14876
LOC105317101,233
LOC105348652,1621
LOC105348651,31
LOC105348650,149
LOC105348649,13
LOC105348647,744
LOC105348648,1422
LOC105348646,1
LOC117684154,662
LOC109620811,9
LOC117684153,2
LOC105345927,64803
LOC105345925,26338
LOC105345924,2697
LOC105345923,5144
LOC105345922,2894
LOC105345921,591
LOC105345920,16
LOC105345917,5555
LOC105345916,6217
LOC105345913,13
LOC105345915,504
LOC105345914,284
LOC105345912,2256
LOC105345958,2807
LOC105345957,8460
LOC105345972,4708
LOC105345954,2321
LOC105345953,309
LOC105345952,4858
LOC105345951,41
LOC105345950,200
LOC105345948,3
LOC105345949,0
LOC117684512,1
LOC105321032,18
LOC105321022,18276
LOC105321188,479
LOC105332200,1025
LOC105320999,1580
LOC105328756,507
LOC105320981,4577
LOC105333936,1166
LOC105333900,22209
LOC105333919,2958
Trnag-ccc_3,0
LOC105333929,74066
LOC105333886,1000
LOC105334013,20529
LOC105333877,6494
LOC105333853,92
LOC105333862,15642
LOC105333843,62281
LOC105333822,8784
LOC105333818,111526
LOC105323364,1760
LOC109617095,204
LOC105333798,28
LOC105323351,1040
LOC105323338,18
LOC105323288,3541
LOC105323265,7276
LOC105323273,16
LOC105323237,23544
LOC105323317,1683
LOC105323316,5655
LOC105323315,2109
LOC105323313,1713
LOC105323312,36
LOC105323311,4993
LOC109619855,728
LOC105337341,12242
LOC105337173,2962
LOC105337188,12369
LOC105337196,17851
LOC105337221,5418
LOC105346924,2653
LOC105346939,27
LOC105334403,629
LOC109619542,149
LOC117684157,12
LOC105346922,2098
LOC105346921,10341
LOC105346919,5909
LOC105346918,1507
LOC105340420,1595
LOC105340421,422
LOC105340422,2792
LOC105340424,108893
LOC105340425,2735
LOC105340427,34931
LOC105340428,10057
LOC105340429,478
LOC105340431,4131
LOC117684158,0
LOC105340430,5232
LOC105340432,12
LOC105340436,817
LOC105348051,8780
LOC105340435,1152
LOC105330430,240870
LOC105330415,12431
LOC105336386,17824
LOC105336387,2306
LOC105336388,44
LOC117684159,2
LOC117684513,5
LOC117684514,0
LOC117684160,27
LOC105324997,6343
LOC105348950,9132
LOC105348951,27807
LOC105348952,496
Trnak-cuu_22,0
LOC105348954,41430
LOC109617202,326
LOC105348956,6081
LOC105348957,22423
LOC105348958,3890
LOC105348959,1717
LOC105348960,429
LOC105348963,401
LOC105348965,8151
LOC105339906,210
LOC117684173,27
LOC117684174,9
LOC105348066,1230
LOC105348058,940
LOC105348059,76178
LOC105348060,4575
LOC105348061,6723
LOC105348062,5037
LOC105348064,13976
LOC105348065,1250
LOC117684175,8469
LOC105323414,1692015
LOC105331658,6212
LOC105331834,2478
LOC105331718,5228
LOC105331703,16189
LOC105331674,7385
LOC105331729,3876
LOC105331743,60556
LOC105331762,8344
LOC105331792,6330
LOC105331771,8698
LOC105331818,3551
LOC105331823,109258
LOC105331843,513
LOC105325567,13450
LOC105325568,12046
LOC105325569,2794
LOC105325570,95
LOC105325571,108
LOC105325572,7257
LOC105325573,86
LOC105325574,3991
LOC105325576,8006
LOC117684177,25
LOC105323477,3512
LOC105325579,69
LOC105325581,288
LOC105325580,11480
LOC105347242,141107
LOC105328777,12054
LOC105325583,2041
LOC105325585,7526
LOC117684178,23
LOC105325586,674
LOC105325587,1404
LOC105325588,686
LOC117684179,0
LOC105325589,5
LOC117684180,0
LOC117684181,1
LOC105325590,85
LOC105325592,2
LOC105335631,4030
LOC105333144,25657
Testican-1,48552
LOC105325595,4656
LOC117684182,165
LOC105325597,73605
LOC105325598,30798
LOC105325600,7705
