"",Matrix::rowSums(assay(CPbla_cds))
LOC105317401,0
LOC105317399,0
LOC117684309,12
LOC117684307,0
LOC117684308,2
LOC105317404,6
LOC117684310,0
Ecsit,715
LOC105317384,1851
LOC105317385,955
LOC105317386,285
LOC105317392,112
LOC105317391,326
LOC105317390,78
LOC109617265,0
LOC105317389,3
LOC117680529,17
LOC117684311,16
LOC105317388,18
LOC105325995,898
LOC105325996,3
LOC117684312,0
LOC109618464,1
LOC117684313,0
LOC117684314,0
LOC105325997,1
LOC105325998,0
LOC117684315,1431
LOC117684206,579
LOC105343808,3
LOC105343813,36852
LOC105343819,1008
LOC105343827,6322
LOC105326001,482
LOC105326004,2
LOC105326003,0
LOC105326002,1
LOC105319198,14
LOC105323962,0
LOC105319201,0
LOC117684316,2
LOC105319194,0
LOC105319193,1837
LOC105319192,1031
LOC105319190,3943
LOC105319191,1295
LOC117684320,3
LOC105326562,2
LOC117684324,0
LOC117684317,2
LOC117684322,2
LOC109619731,1
LOC117684208,0
LOC117684323,0
LOC117684327,5
LOC105319189,2
LOC105333175,0
LOC117684318,2
LOC117684325,4
LOC117684321,13
LOC105326354,0
LOC117684328,226
LOC117684319,0
LOC105323727,23
LOC105345728,6
LOC117684326,1
LOC109620916,2
LOC117684329,0
LOC117684990,0
LOC109619746,51
LOC117685001,0
LOC117685012,0
LOC105322971,1730
LOC105322969,783
LOC105322968,2435
LOC117684330,2904
LOC117684331,185
LOC105322967,17
LOC105322966,3
LOC117684332,1
LOC117684333,0
LOC117684334,83
LOC109620149,26421
LOC105336292,41
LOC105336293,2
LOC105336294,0
LOC105336295,4
LOC105336296,36
LOC105336297,28
LOC105336298,3312
LOC105336299,171834
LOC105336300,781
LOC105336301,56800
LOC105336302,12
LOC105334109,518
LOC117684335,0
LOC105334102,15
LOC105334101,138
LOC105334100,2213
LOC105334099,5297
LOC105334098,54
LOC117684336,428
LOC105334096,507
LOC105334095,154
LOC105323519,0
LOC105323502,0
LOC109617611,3
LOC105320131,23
LOC105320130,1
LOC105320228,3
LOC105320129,0
LOC105320133,2374
LOC105345402,1698
LOC105346384,42
LOC105346387,2
LOC105331377,0
LOC105335129,2
LOC105318398,18
LOC105318407,726
LOC105335696,1046
LOC117684337,0
LOC105335695,76
LOC105335694,90
LOC105335698,227
LOC105335693,5033
LOC105335692,148
LOC109619693,3458
LOC105335691,470
LOC105335689,4349
LOC105335688,95
LOC105335687,27
LOC117684338,2
LOC105343559,1402
LOC105343557,1070
LOC105325110,268
LOC117684339,19
LOC105325112,17806
LOC105325113,1406
LOC105325114,1
LOC105325115,1
LOC105325116,1302
LOC105325117,31958
LOC105325119,11
LOC105325120,1386
LOC105325121,1394
LOC105325122,344
LOC105325199,824
LOC105345463,5887
LOC105325123,537
LOC105325124,2
Trnah-gug_10,0
Trnah-gug_11,0
LOC105325126,4
LOC117684341,2
LOC105325127,3
Trnah-gug_12,0
Trnah-gug_13,0
Trnah-gug_14,0
LOC105330548,4
LOC105335811,224
LOC105335814,580
LOC105335826,4320
LOC105335825,4
LOC117684342,4
LOC105335833,27
LOC105322541,6
LOC105322542,3
LOC105322543,1292
LOC105322544,13283
Trnal-aag_6,0
LOC105322545,1965
LOC105322546,63
LOC105322547,1183
LOC105322548,14144
LOC105322552,342
LOC105322551,237
LOC105322550,423
LOC105322553,60
LOC105322555,3054
LOC105322554,686
LOC105322556,59
LOC105322557,11056
LOC105322558,591
LOC105322560,12627
LOC117684343,0
LOC105321275,2
LOC105322561,2835
LOC105322565,57
LOC105322566,9971
LOC105322568,1552
LOC109617243,902903
LOC105341677,1
LOC117684345,1
LOC117684211,0
LOC105343513,8
LOC117684346,0
LOC105317159,1
LOC117684347,0
LOC105336585,3
LOC105341679,0
LOC117684349,0
LOC117684348,0
LOC117684350,2
LOC117684351,0
LOC117684353,0
LOC117684352,0
LOC117684212,0
LOC117684354,0
LOC117684355,2
LOC117684356,0
LOC117684357,26
LOC117684358,0
LOC105341649,3
LOC117684359,0
LOC105335009,41
LOC117684578,1
LOC117684846,0
LOC105340711,0
LOC117684550,0
LOC105336767,1
LOC117684551,73
LOC109619685,0
LOC117684213,0
LOC117684552,4
LOC117684553,2
LOC105329685,574
LOC105342920,123
LOC117684214,17
LOC117684215,1
LOC105331626,5
LOC117684555,5
LOC117684554,0
LOC117684556,16
LOC117684557,69
LOC117684558,0
LOC117684559,8
LOC109617227,1
LOC117684560,9
LOC117684561,4
LOC117684562,0
LOC117684563,36
LOC117684565,13
LOC117684564,0
LOC105335099,3
LOC117684566,35
LOC105335098,11995
LOC105335097,188
LOC105335096,196
LOC105335095,3267
LOC105335094,5961
LOC105335093,465
LOC105335092,37
LOC105335090,4129
LOC105335091,0
LOC117684567,1
LOC105335089,886
LOC105335087,261
LOC105335088,1175
LOC105335086,25
LOC105335085,8
LOC105335084,41
LOC105335127,0
LOC105335083,1
LOC105335082,0
LOC105335081,33
LOC105335126,0
LOC117684216,0
LOC105335080,2031
LOC105335079,554
LOC105335078,146
LOC105335077,205
LOC105335076,58666
LOC105319282,3354
LOC105319283,542
LOC105319284,172
LOC105343797,37056
LOC117684569,123
LOC117684568,53
LOC105343799,7695
LOC105343802,2159
LOC105343801,25087
LOC117684570,145
LOC105343803,189
LOC105343804,2411
LOC117684571,25
LOC105343805,359
LOC105343806,3763
LOC105330846,3342
LOC105330847,923
LOC105332481,65
LOC105332477,725
LOC105332479,1061
LOC105332480,37
LOC105332476,1656
LOC105332475,29
LOC105328726,1114
LOC105328727,792
LOC109620969,7
LOC105328728,22908
LOC105328729,4842
LOC117684572,0
LOC117684217,0
LOC117684573,1
LOC105328735,11129
LOC105328733,2483
LOC105328734,1438
LOC105328732,458
LOC105328731,10923
LOC105336802,18
LOC117684575,0
LOC117684577,0
LOC117684576,0
LOC117684574,0
LOC105348122,0
LOC117684546,0
LOC117684218,0
LOC105322597,6
LOC117684361,86
LOC117684680,0
LOC117684681,0
LOC117684219,4
LOC117684220,16
LOC117684221,0
LOC117684682,2
LOC117684683,17
LOC105349182,73
LOC105349183,4
LOC105349184,0
LOC105349185,0
LOC109620211,0
LOC117684684,0
LOC117684685,0
LOC105338307,73
LOC109620003,1123
LOC105338306,165
LOC117684686,325
LOC105338286,706
LOC117684222,0
LOC105338284,39
LOC109620001,1
LOC117684687,0
LOC105339295,4295
LOC105338283,0
LOC105339296,980
LOC105334511,5748
LOC105334506,14
LOC105334507,2257
LOC105334508,2105
LOC105334510,10
LOC117680673,1
LOC105348304,10
LOC105348305,24
LOC105348306,492
LOC105348307,3756
LOC105348308,3203
LOC117684223,41
LOC117684688,3
LOC117684689,6
LOC117684690,4
LOC105347633,37
LOC105324552,1795
LOC105324551,228
LOC105324550,514
LOC105333079,1397
LOC105333076,5659
LOC105323132,1027
LOC105323133,3380
LOC105323134,2392
LOC105323136,1734
LOC117684480,21
LOC105342777,288
LOC117684460,21
LOC117684814,0
LOC105327300,3
LOC105342775,1625
LOC105342776,7287
LOC105336681,136951
LOC117684580,2347
LOC105336673,5987
LOC105336674,689
LOC105336676,1462
LOC105341643,98
LOC117680366,27
LOC105336677,239
LOC105336678,4546
LOC105336060,244
LOC105336061,434
LOC105336057,11614
LOC105336053,2832
LOC105336054,131
LOC105336052,4
LOC105336051,0
LOC105336050,1
LOC105336049,0
LOC105336048,2
LOC105336047,0
LOC117680351,0
LOC105336045,0
LOC117684224,0
LOC105336129,0
LOC105336044,0
LOC105336042,1827
LOC105336043,16353
LOC105336040,17365
LOC105336039,28
LOC117680357,91
Trnat-ggu_23,0
Trnat-ggu_24,0
LOC105336128,1
LOC109620833,6
LOC105336038,0
LOC105317097,0
LOC105330735,2
LOC117684583,0
LOC105336225,48
LOC117684586,0
LOC105330736,4
LOC117684585,64
LOC105335114,11
LOC105335113,7
LOC109619624,0
LOC105335109,721
LOC105335111,6727
LOC105335110,327
LOC105335108,741
LOC105335107,1212
LOC109619622,4
LOC105335105,1376
LOC105335106,22168
LOC105335131,0
LOC105335103,2328
LOC105335102,19
LOC117684609,0
LOC105335130,12
LOC117684225,5
LOC105335100,2521
LOC105334318,689
LOC105334319,370
LOC105334320,0
LOC117684610,2
LOC105323596,1046
LOC117684611,1759
LOC105323594,4
LOC105328333,1728
LOC105328336,286
LOC105328335,1011
LOC105328334,2
LOC105328337,6
LOC105328338,2011
LOC117684612,2144
LOC117684613,743
LOC105328342,279
LOC117684626,229
LOC117680457,311
LOC105328347,13
Trnag-acc,0
LOC117684618,116
LOC105329486,373
LOC105329447,367
LOC117684621,706
LOC105329449,5527
LOC105329450,448
LOC105329453,60
LOC117684620,2
LOC117684623,0
LOC117684619,1649
LOC105328339,1315
LOC105328341,1294
LOC117684624,416
LOC105328343,1387
LOC105328344,528
LOC117684614,6
LOC105328346,55
Trnag-acc_1,0
LOC117684615,376
Trnaf-aaa_1,0
LOC105329448,3406
LOC117684617,7388
LOC117684622,343
LOC105329451,8
LOC105329454,160
LOC105329455,621
LOC105329456,2483
LOC105329457,269
LOC105329458,5104
LOC105329459,8886
LOC105329460,151
LOC105329463,1564
LOC105329462,528
LOC105329464,2976
LOC105329465,1012
LOC105329487,40
LOC117684627,43
LOC117684226,8
LOC105329466,41
LOC105329468,1159
LOC105329470,751
LOC105329471,8
LOC105329472,7949
LOC105329473,1039
LOC105329474,143
LOC109618893,0
LOC105329475,11911
LOC105329476,817
LOC105337466,43
LOC105329478,667
LOC105329479,159
LOC105329480,14
LOC105329481,7
LOC105329483,812
LOC105329482,5006
LOC105340362,49
LOC117684628,297
LOC105340300,11581
LOC105340302,3159
LOC105340304,11274
LOC105340305,453
LOC105340306,2211
LOC105340307,570
LOC105340363,10803
LOC105340309,4081
LOC117684629,23
LOC117684630,0
LOC117684631,53142
LOC105340311,29514
LOC105340312,463
LOC105340315,486
LOC105340313,5638
LOC105340316,1849
LOC105340364,31
LOC117684632,12
LOC105340318,7
LOC105340317,1
LOC105340319,17
LOC105340320,26
LOC105340322,26937
LOC105340323,33
LOC105340324,143
LOC105340325,261
LOC117684633,166
LOC117684227,5
LOC117684634,7
LOC117684635,329
LOC105340326,3002
LOC105340327,1123
LOC105340328,106
LOC105340329,14
LOC105340330,10231
LOC105340332,125
LOC105340333,10298
LOC105340334,1348
LOC105340335,782
LOC105334011,105
LOC105334012,3034
LOC105334014,3608
LOC117684636,7
LOC105334015,239
LOC105334018,132003
LOC105334016,4111
LOC105334019,533
LOC105334020,449
LOC105334021,2044
LOC105334023,509
LOC117684638,2
LOC117684637,49
LOC105334024,41998
LOC105334025,744
LOC105334026,1638
LOC105334028,136
LOC105334029,19
LOC105334052,0
LOC105334030,91
LOC105334032,2611
LOC105334033,8406
LOC105334034,36122
LOC105334035,1667
LOC105334036,18
LOC105334038,314
LOC105334037,1551
LOC105334039,1016
LOC109619493,0
LOC105334040,205
LOC117680299,90
LOC105320447,0
LOC105334043,0
LOC117684639,0
LOC105334042,0
LOC105334044,1
LOC117684640,1
LOC105334045,8
LOC105334046,0
LOC105334047,0
LOC105334048,1
LOC105334050,16688
LOC117684228,1
LOC105341831,0
LOC105341833,8
LOC105341840,4
LOC117684229,19
LOC105341834,6045
LOC109620400,12
LOC117684642,53
LOC105341835,14292
LOC105341837,11868
LOC117684644,0
LOC105341841,3
LOC105341842,34
LOC117684231,5
LOC105318879,3235
LOC105318878,8
LOC105321376,88
LOC109617784,0
LOC105321375,225
LOC105347141,0
LOC105347142,1
LOC105347143,3621
LOC105347144,45
LOC105347145,2
LOC105347146,10
LOC105347147,1406
LOC105347148,513
LOC105347149,86
LOC105347150,27827
LOC105347151,14298
LOC105347152,1635
LOC105347153,17478
LOC105347155,14637
LOC105347156,329
LOC105347190,566
LOC105347157,1000
LOC105347158,1797
LOC105347159,407
LOC105347160,1012
LOC105347162,10
LOC105347161,0
LOC105347163,28
LOC105347164,1797
LOC105347165,2320
LOC105347166,2165
LOC105347167,134581
LOC105347168,10735
LOC105347169,286
LOC105347170,4
LOC117684646,8
LOC117684647,2
LOC117684232,0
LOC105347229,4
LOC105347230,9
LOC105347231,228
LOC105326246,0
LOC105326247,0
LOC105326248,21
LOC117684648,2
LOC117684649,11
LOC117684233,2
LOC105334775,2077
LOC105334776,1508
LOC117684655,5
LOC117684656,2
LOC105334800,0
LOC105334778,199
LOC105334801,75
LOC105334779,6
LOC105334780,8633
LOC105334782,2479
LOC105334783,8170
LOC105334802,194
LOC117684650,27
LOC105334785,931
LOC105334804,166
LOC105334786,8
LOC117680561,6
LOC105334787,33
LOC117680473,0
LOC105334788,0
LOC109619593,3
LOC117684652,124
LOC117684651,0
LOC109617612,0
LOC117684654,0
LOC117684653,0
LOC105334789,273
LOC105334790,4
LOC117684657,5
LOC109619595,0
LOC105334807,13
LOC105334791,422
LOC105334792,3
LOC105334793,2
LOC109617038,56
LOC105334794,789
LOC109618478,1
LOC105338442,18
LOC105338413,4076
LOC105345788,2839
LOC105345787,11232
LOC105345785,1406
LOC105345786,799
LOC105345784,175
LOC105345782,578
LOC105345783,118
LOC105345779,2646
LOC105345778,2
LOC117684659,1
LOC105345777,114
LOC105345775,8
LOC105345776,0
LOC105345774,5
LOC105345773,43
LOC117684660,483
LOC105345771,885
LOC117684661,10
LOC117684234,2
LOC117684662,0
LOC105345841,17
LOC117684663,1
LOC105332183,2389
LOC105332184,1307
LOC105332185,950
LOC105332186,525
LOC105332190,337
LOC105332188,101
LOC105332187,4
LOC117684665,7
LOC117684664,0
LOC117684666,19
LOC105332191,11342
LOC105332192,61
LOC105332193,118
LOC105332194,6706
LOC105332195,14833
LOC105332197,1029
LOC105332198,3143
LOC117684668,6
LOC117684667,185
LOC105332202,72
LOC105332203,4970
LOC105332204,176
LOC117684669,0
LOC105332206,2942
LOC117684671,0
LOC117684673,0
LOC117684670,0
LOC105332209,0
LOC117684672,0
LOC105332210,57
LOC105327892,47
LOC117684674,5
LOC117684676,0
LOC117684675,3
LOC117684677,24
LOC117684678,19
LOC109618713,40
LOC117684796,0
LOC105327909,11
LOC105322386,463
LOC105322365,101
LOC105322352,3
LOC117684797,0
LOC105322334,0
LOC105322317,0
LOC105322306,0
LOC105322295,1
LOC105322287,2
LOC105322277,18
LOC105322267,1962
LOC105322412,100
LOC105322252,761
LOC105322411,2487
LOC105322231,21
LOC117684798,679
LOC105322250,18
LOC105322209,44
LOC105322218,1163
LOC105322168,6902
LOC105328513,4
LOC105322148,1200
LOC117684799,53
LOC105344514,307
LOC105322249,24
LOC105322248,512
LOC117684800,0
LOC105324626,16
LOC105320372,31
LOC105325499,0
LOC117684802,1
LOC105347723,26
LOC105344508,4
LOC117684801,1
LOC105324217,0
LOC105344509,59
LOC109620755,1
LOC105344515,2
LOC105344510,73
LOC105339238,1728
LOC105339239,1929
LOC117684532,1
LOC105334765,306
LOC105334764,40
LOC105334763,1626
LOC105334762,78
LOC105334761,1117
LOC105334760,32
LOC117684534,2
LOC105331490,0
LOC117684533,7
LOC105334665,363
LOC117684536,61
LOC117684535,4
LOC105332741,9369
LOC105332739,121
LOC117680536,1083
LOC105332737,8
LOC105332736,206
LOC117684537,6
LOC109620809,1
LOC105330772,122
LOC117684236,0
LOC105325053,13004
LOC105325054,1
LOC105325055,13
LOC105325057,0
LOC105325058,13
LOC105321780,3
LOC109617839,4
LOC105321779,3
LOC105321778,2509
LOC105321777,4684
LOC105321776,3178
LOC105321775,291
LOC105321774,448
LOC105341275,4
LOC117684538,39
LOC105337382,6629
LOC105337384,423
LOC109619878,133
LOC105337388,326
LOC105337389,5
LOC105337396,4
LOC105337397,1965
LOC105337391,544
LOC117684540,8
LOC117684539,75
LOC105326245,9004
LOC117684541,218
LOC105342358,2642
LOC105342354,355
LOC117684543,1
LOC105342357,24
LOC117684542,75
LOC109620461,7
LOC105322640,0
LOC105342353,25
LOC105342352,773
LOC105342351,139
LOC105324569,936
LOC105324570,22
LOC105324572,0
LOC105324573,60
LOC105327947,29
LOC105341077,394
LOC105327961,2
LOC105341081,696
LOC105341082,19
LOC105341084,2314
LOC117684461,1
LOC105341085,1170
LOC105341088,149
LOC105341087,10078
LOC117684462,31
LOC117684463,0
LOC105341089,4
LOC105341091,11515
LOC105341090,2093
LOC105341092,34
LOC117684237,1
LOC105341093,193
LOC105341094,278
LOC105341095,7983
LOC105341097,305
LOC105341096,1246
LOC117684464,2
LOC105341141,54
LOC109620331,20
LOC105341098,1268
LOC105341100,1974
LOC105341099,58
LOC105341101,10118
LOC105341103,2100
LOC105341104,4099
LOC105341105,17
LOC105341106,516
LOC105341107,8821
LOC105341108,885
LOC105341110,8
LOC105341111,0
LOC109620335,0
LOC105341112,2195
LOC105341114,1
LOC117684465,4
LOC105341116,9149
LOC105341117,10
LOC109620337,0
LOC109619351,4
LOC105333001,5077
LOC105333000,6901
LOC105332998,26545
LOC105332999,736
LOC105332997,11648
LOC109619349,23
LOC105332996,157
LOC117684239,0
LOC109620599,12
LOC109620597,0
LOC105343360,4613
Trnak-cuu_21,0
LOC105343361,143
LOC105343363,1
LOC117684240,0
LOC117684210,2
LOC117684209,15
LOC105331006,0
LOC117684241,0
LOC117684531,566
LOC117684547,6
LOC105330311,0
LOC109620378,1
LOC117684544,2
LOC105334217,0
LOC105333686,0
LOC105335753,3022
LOC105335754,6647
LOC105335755,1088
LOC105335756,5884
LOC105335757,771
LOC105335759,20
LOC105335758,84
LOC105335760,1097
LOC105335768,3
LOC105331890,6
LOC117684545,15
LOC105335761,41
LOC105344576,12
LOC105335763,2592
LOC105335764,3127
LOC105335765,45
LOC105335766,1435
LOC117684815,0
LOC109619699,0
LOC105335769,1095
LOC105331486,1817
LOC105344799,20
LOC105344801,1756
LOC105344800,980
LOC105344802,3522
LOC105344803,1663
LOC105344804,2
LOC105344805,2
LOC105344806,241
LOC105344807,3
LOC105344808,169
LOC105344839,792
LOC105344809,2580
LOC117684816,2
LOC105344812,22
LOC117684817,38
LOC109620796,6
LOC105344814,3709
LOC105344816,19305
LOC105344817,765
LOC105344819,23736
LOC105344820,6357
LOC105344822,4760
LOC105344823,52
LOC105344824,964
LOC105344825,1096
LOC105344826,1098
LOC105344828,2439
LOC105344829,280
LOC105344830,536
LOC105344832,0
LOC105344833,2
LOC105344834,0
LOC105339088,0
LOC105339087,5566
LOC105339086,35
LOC117684821,1
LOC105339084,18
LOC105339081,5033
LOC105339082,311
LOC105339109,547
LOC109620104,97
LOC105323231,20
LOC117684825,32575
LOC105339079,11220
LOC105339078,682
LOC105347336,74
LOC105347393,1275
LOC105347337,4175
LOC105347338,93
LOC105347340,612
LOC105347341,4936
LOC105347342,1018
LOC105347343,9693
LOC105347344,21536
LOC105347346,2964
LOC105347347,2749
LOC105347348,1207
LOC105347352,257
LOC105347350,1025
LOC105347353,676
LOC105347354,89
LOC105347356,1235
LOC105347355,0
LOC105347394,192
LOC105347358,39024
LOC117684830,185
LOC105347359,165
LOC117684831,446
LOC117684481,16
LOC105347396,3
LOC105347361,10
LOC105347362,601
LOC105347363,2429
LOC105347364,5021
LOC105330184,50
LOC117684832,1601
LOC117684833,4108
LOC117684834,57
LOC105328526,751
LOC105328569,7486
LOC105318582,4379
LOC105345385,55
LOC105336517,340
LOC109618245,1454
LOC105320311,476
LOC117680464,0
LOC117684835,29
LOC117684836,0
LOC105328073,9
LOC117684837,7
LOC117684838,663
LOC105338291,3
LOC117684840,1
LOC105340951,11
LOC117684843,17
LOC117684841,2
LOC105340715,223
LOC105340954,0
LOC109619686,20
LOC117684844,8
LOC117684839,6
LOC105340713,6
LOC109620294,7
LOC105342168,24
LOC105342167,20
LOC117684842,0
LOC105333816,223
LOC105338448,120
LOC117684235,86
LOC105325916,1981
LOC117684774,12
LOC105317858,0
LOC117684775,31
LOC109620673,40
LOC105327716,0
LOC105343100,16
LOC109617223,9
LOC117684405,24
LOC105317048,3
LOC105321959,32
LOC105332349,18
LOC105332339,8052
LOC117684406,51
LOC105329103,14528
LOC105329118,1729
LOC105329096,1879
LOC117684407,1
LOC105329064,2102
LOC105329062,2448
LOC105329054,1481
LOC105329045,264
LOC105329035,666
LOC105329006,456
LOC117684409,1593
LOC117684408,526
LOC105328977,3083
LOC117680440,79
LOC105328963,1
LOC105328968,707
LOC105328987,217
LOC105328889,5504
LOC105328878,7369
LOC105328867,2854
LOC105328857,3743
LOC105328848,1983
LOC105328839,569
LOC105328822,44877
LOC105328783,1168
LOC105330309,2240
LOC105330308,3483
LOC105330305,854
LOC105330307,356
LOC105330304,26
LOC105330303,9033
LOC105332358,2101
LOC105332359,5415
LOC105345193,1
LOC105345192,40
LOC105345191,24484
LOC105345190,98
LOC117684410,3
LOC105345228,5
LOC109620852,1
LOC105345189,7
LOC105345188,680
LOC105345187,5240
LOC105345186,40
LOC105345185,26
LOC105336333,55
LOC105336341,310
LOC109619763,3
LOC105336332,16
LOC105336330,70
LOC105336329,1
LOC117684411,1
LOC105336328,0
LOC117684412,104
LOC105342138,35
LOC105346977,19
LOC105346976,24988
LOC105346975,63585
LOC105346974,13
LOC117684979,0
Trnag-ucc_12,0
LOC109621068,34
LOC105346973,858
LOC117684413,2
LOC109617208,10
LOC105348979,12839
LOC105348980,16
LOC105348981,28
LOC105348982,42
LOC117684362,8
LOC117684482,0
LOC109617209,2
LOC117684363,26
LOC117684364,0
LOC117684365,151
LOC105348985,16925
LOC105348986,9594
LOC105348987,10988
LOC117684366,2
LOC105348988,87
LOC105348989,2944
LOC117684367,0
LOC105348990,120
LOC105336437,3202
LOC105336422,97
LOC117684368,87
LOC117680401,0
LOC105319234,39
LOC105317856,0
LOC105318056,374
LOC105317984,14
LOC105318284,4753
LOC105318397,9
LOC105318514,2
LOC105318605,1582
LOC117684374,2
LOC117684372,3
LOC117684373,5
LOC105318829,1190
LOC105343347,82
LOC105318747,1
LOC105318915,13496
LOC105319154,1110
LOC105328800,26
LOC105328794,615
LOC105328795,255
LOC105328796,6
LOC117684375,2
LOC117684376,0
LOC105320658,1102
LOC117680369,10
LOC109619492,21
LOC117684377,8
LOC109618815,9
LOC117684379,3
LOC105328801,47
LOC105320625,129
LOC105320624,391
LOC105320623,1473
LOC117684378,132
LOC117684380,127
LOC105337120,11466
LOC105337122,1491
LOC105337123,347
LOC105337349,12
LOC117684381,2
LOC105337125,756
LOC105337126,70
LOC117684382,1
LOC105337128,0
LOC105345229,0
LOC105337130,137
LOC105346663,6913
LOC105346718,1723
LOC105346728,724
LOC105346737,472
LOC105346746,1980
LOC105346767,594
LOC105346756,0
LOC117684383,17
LOC117684384,0
LOC105317356,629
LOC105317355,1972
LOC105317353,9030
LOC105317354,2758
LOC117684385,258
LOC105317350,241
LOC105317352,6
LOC105318950,10813
LOC105318980,7692
LOC105327375,6
LOC117684386,5
LOC105327376,11
LOC105327377,27
LOC117684388,0
LOC109620518,198
LOC117684387,25
LOC105340615,39938
LOC105340607,25522
LOC117684389,23
LOC117684390,0
LOC105330871,0
LOC105340591,12
LOC105340587,1
LOC105340567,6610
Rps20,20254
LOC117685009,2
LOC105340555,1775
LOC105340654,3156
LOC105340548,19
LOC105340535,483
LOC105340528,2
LOC105340517,31
LOC117684391,58
LOC105340514,125
LOC105340502,577
LOC117684392,0
LOC105327831,37
LOC105327827,63
LOC105327810,669
LOC117684393,1
LOC105327819,2319
LOC105343354,7
LOC105327796,6
